Column1,ID,Pin-code,age,Fam members,Education,T.Experience,Income,Mortgage,Fixed Deposit,Demat,Net Banking,Loan
773,1000774,110004,39,2,Under Graduate,16,960000,0,0,0,1,0
774,1000775,110011,53,1,Under Graduate,29,312000,0,0,0,0,0
775,1000776,110001,63,3,Graduate,39,184000,0,0,0,0,0
776,1000777,110004,48,2,Post Graduate,26,1080000,728000,0,0,1,1
777,1000778,110004,53,2,Under Graduate,31,96000,608000,0,0,1,0
778,1000779,110001,60,2,Graduate,36,736000,0,0,0,1,0
779,1000780,110001,51,2,Post Graduate,28,1536000,0,0,0,0,1
780,1000781,110003,30,4,Under Graduate,7,336000,0,0,0,1,0
781,1000782,110001,54,3,Post Graduate,32,1264000,0,0,0,1,1
782,1000783,110011,52,3,Post Graduate,30,1552000,4696000,1,1,1,1
783,1000784,110001,42,2,Under Graduate,20,1280000,0,0,1,0,0
784,1000785,110004,46,2,Under Graduate,22,784000,0,0,0,0,0
785,1000786,110011,44,2,Under Graduate,22,1312000,0,1,0,1,0
786,1000787,110003,43,2,Under Graduate,21,336000,0,0,1,1,0
787,1000788,110011,43,3,Post Graduate,15,1616000,0,0,0,0,1
788,1000789,110003,56,4,Under Graduate,34,80000,0,0,0,0,0
789,1000790,110011,27,4,Graduate,3,248000,0,0,0,1,0
790,1000791,110004,53,4,Under Graduate,30,464000,0,0,0,1,0
791,1000792,110014,53,4,Graduate,29,520000,0,0,0,1,0
792,1000793,110001,39,1,Post Graduate,16,784000,0,0,0,0,0
793,1000794,110014,22,2,Under Graduate,-2,1200000,0,0,0,1,0
794,1000795,110003,52,2,Post Graduate,29,352000,0,0,0,1,0
795,1000796,110004,55,2,Post Graduate,32,120000,0,0,0,0,0
796,1000797,110014,28,2,Under Graduate,6,656000,0,0,0,0,0
797,1000798,110014,40,3,Post Graduate,17,488000,0,0,0,1,0
798,1000799,110011,27,1,Graduate,2,304000,0,0,0,0,0
799,1000800,110001,27,4,Post Graduate,3,312000,0,0,0,1,0
800,1000801,110004,29,1,Under Graduate,7,1384000,0,0,0,1,0
801,1000802,110011,45,4,Under Graduate,23,64000,0,0,0,1,0
802,1000803,110014,34,3,Under Graduate,12,408000,1712000,0,0,1,0
803,1000804,110014,50,4,Post Graduate,27,496000,656000,0,0,0,0
804,1000805,110011,52,4,Graduate,28,272000,0,0,0,1,0
805,1000806,110011,53,3,Graduate,29,1056000,2456000,0,0,0,1
806,1000807,110003,51,4,Post Graduate,27,352000,0,0,0,0,0
807,1000808,110014,50,1,Under Graduate,27,1296000,0,0,0,1,0
808,1000809,110003,62,3,Under Graduate,39,512000,0,0,0,1,0
809,1000810,110011,52,1,Post Graduate,29,888000,0,0,0,0,0
810,1000811,110014,30,2,Post Graduate,6,328000,0,0,0,0,0
811,1000812,110011,61,4,Post Graduate,33,416000,0,0,0,0,0
812,1000813,110014,34,4,Graduate,10,520000,0,0,0,0,0
813,1000814,110001,48,1,Graduate,25,1040000,0,0,0,1,1
814,1000815,110004,31,2,Under Graduate,8,360000,0,0,0,0,0
815,1000816,110001,60,1,Graduate,38,280000,944000,0,0,0,0
816,1000817,110003,47,3,Graduate,23,520000,2104000,0,0,1,0
817,1000818,110001,39,2,Under Graduate,15,304000,728000,0,0,1,0
818,1000819,110003,49,4,Graduate,27,336000,0,0,0,1,0
819,1000820,110014,54,4,Post Graduate,30,360000,0,0,0,0,0
820,1000821,110004,49,1,Under Graduate,25,1160000,0,0,0,1,0
821,1000822,110004,37,4,Post Graduate,13,264000,0,0,0,0,0
822,1000823,110011,59,3,Post Graduate,35,480000,0,0,0,0,0
823,1000824,110014,33,1,Under Graduate,9,360000,0,0,0,1,0
824,1000825,110001,37,4,Under Graduate,15,576000,0,0,1,1,0
825,1000826,110001,35,3,Graduate,11,272000,0,0,0,0,0
826,1000827,110001,46,3,Graduate,21,184000,0,0,0,1,0
827,1000828,110001,61,2,Post Graduate,37,360000,704000,0,0,1,0
828,1000829,110011,33,4,Under Graduate,9,224000,600000,0,0,1,0
829,1000830,110014,53,4,Graduate,30,648000,0,0,0,1,0
830,1000831,110004,27,3,Graduate,5,576000,648000,0,0,0,0
831,1000832,110011,59,4,Post Graduate,31,392000,0,0,0,1,0
832,1000833,110003,34,4,Graduate,10,248000,0,0,0,0,0
833,1000834,110001,59,3,Post Graduate,35,504000,0,0,0,0,0
834,1000835,110003,34,4,Under Graduate,12,1200000,0,1,1,1,1
835,1000836,110014,56,2,Under Graduate,33,1136000,1544000,0,0,1,0
836,1000837,110004,40,3,Under Graduate,17,592000,0,0,0,0,0
837,1000838,110004,28,1,Graduate,4,192000,648000,0,0,1,0
838,1000839,110003,43,4,Post Graduate,20,232000,0,0,0,0,0
839,1000840,110001,37,4,Under Graduate,15,632000,0,0,0,0,0
840,1000841,110004,25,2,Under Graduate,3,752000,2480000,0,0,0,0
841,1000842,110004,55,1,Under Graduate,33,968000,0,0,1,0,0
842,1000843,110014,32,3,Under Graduate,10,432000,0,0,0,0,0
843,1000844,110001,62,3,Under Graduate,39,584000,0,0,0,1,0
844,1000845,110004,45,1,Post Graduate,23,568000,1016000,0,0,1,0
845,1000846,110001,42,3,Graduate,17,232000,0,0,0,1,0
846,1000847,110003,49,1,Under Graduate,27,744000,0,0,0,1,0
847,1000848,110014,38,1,Post Graduate,14,584000,2016000,0,0,1,0
848,1000849,110014,55,4,Graduate,32,152000,0,0,0,1,0
849,1000850,110001,31,2,Under Graduate,8,464000,0,1,1,1,0
850,1000851,110003,44,1,Under Graduate,20,312000,0,0,0,0,0
851,1000852,110011,39,2,Graduate,16,184000,0,0,1,1,0
852,1000853,110011,31,1,Post Graduate,7,232000,1016000,0,0,0,0
853,1000854,110001,25,1,Under Graduate,2,1240000,0,0,0,0,0
854,1000855,110011,50,1,Graduate,28,720000,0,0,1,1,0
855,1000856,110003,57,2,Under Graduate,33,904000,616000,0,0,1,0
856,1000857,110014,60,1,Post Graduate,38,336000,0,0,0,0,0
857,1000858,110011,47,4,Under Graduate,25,240000,0,1,0,1,0
858,1000859,110001,43,3,Graduate,19,152000,0,0,0,1,0
859,1000860,110001,61,3,Graduate,37,992000,1360000,0,0,0,1
860,1000861,110011,55,2,Graduate,31,240000,1160000,0,0,0,0
861,1000862,110014,58,1,Post Graduate,30,224000,992000,0,1,1,0
862,1000863,110011,48,2,Graduate,23,120000,808000,0,0,0,0
863,1000864,110004,52,1,Post Graduate,30,560000,2120000,0,0,0,0
864,1000865,110014,26,1,Graduate,2,80000,0,0,0,1,0
865,1000866,110004,58,3,Post Graduate,34,176000,1112000,0,0,1,0
866,1000867,110014,42,4,Under Graduate,20,560000,0,0,0,1,0
867,1000868,110014,59,1,Under Graduate,35,488000,0,0,0,0,0
868,1000869,110014,38,2,Under Graduate,15,1288000,0,0,1,0,0
869,1000870,110014,52,2,Under Graduate,30,232000,0,0,0,0,0
870,1000871,110003,41,3,Under Graduate,19,280000,0,0,0,1,0
871,1000872,110001,52,4,Graduate,28,384000,0,0,0,1,0
872,1000873,110003,30,4,Under Graduate,7,352000,0,0,0,1,0
873,1000874,110003,22,3,Under Graduate,0,704000,1072000,0,0,0,0
874,1000875,110011,28,4,Post Graduate,4,320000,0,0,0,1,0
875,1000876,110011,59,4,Graduate,36,168000,984000,0,0,0,0
876,1000877,110003,38,2,Under Graduate,14,464000,0,0,0,1,0
877,1000878,110011,33,4,Graduate,11,472000,0,0,0,0,0
878,1000879,110003,31,4,Post Graduate,3,592000,0,0,0,0,0
879,1000880,110014,61,4,Graduate,37,672000,0,0,0,1,0
880,1000881,110003,55,1,Under Graduate,31,464000,1416000,0,0,1,0
881,1000882,110004,42,2,Under Graduate,19,1232000,0,0,0,1,0
882,1000883,110014,49,1,Under Graduate,25,1480000,0,0,0,0,0
883,1000884,110003,49,1,Under Graduate,26,624000,2440000,0,0,1,0
884,1000885,110011,36,2,Graduate,13,440000,0,0,0,1,0
885,1000886,110004,29,4,Graduate,5,240000,0,0,0,1,0
886,1000887,110001,52,3,Graduate,29,592000,0,0,0,0,0
887,1000888,110004,39,2,Under Graduate,16,944000,0,0,0,1,0
888,1000889,110003,55,2,Post Graduate,33,1456000,2976000,0,0,0,1
889,1000890,110004,22,2,Post Graduate,-2,656000,0,0,0,1,0
890,1000891,110014,53,4,Post Graduate,29,232000,632000,0,0,1,0
891,1000892,110001,30,4,Under Graduate,6,960000,2408000,1,0,1,1
892,1000893,110011,36,2,Graduate,12,424000,0,0,0,1,0
893,1000894,110011,56,3,Under Graduate,32,344000,0,0,0,0,0
894,1000895,110001,27,4,Under Graduate,4,472000,1856000,0,0,1,0
895,1000896,110003,41,4,Post Graduate,17,672000,2312000,1,1,1,0
896,1000897,110004,48,3,Under Graduate,24,1288000,1696000,0,0,1,1
897,1000898,110004,60,4,Graduate,37,168000,1096000,0,0,1,0
898,1000899,110011,55,4,Under Graduate,32,504000,0,0,0,1,0
899,1000900,110001,28,3,Graduate,3,1376000,0,0,0,0,1
900,1000901,110001,28,4,Under Graduate,4,408000,1376000,0,0,0,0
901,1000902,110003,55,4,Under Graduate,33,192000,0,0,0,1,0
902,1000903,110011,55,2,Under Graduate,33,760000,0,0,0,0,0
903,1000904,110001,41,1,Under Graduate,18,472000,2000000,0,0,1,0
904,1000905,110003,26,4,Graduate,2,408000,0,0,1,0,0
905,1000906,110003,44,1,Under Graduate,22,224000,672000,0,0,1,0
906,1000907,110004,27,2,Under Graduate,3,1232000,1040000,0,0,0,0
907,1000908,110001,62,2,Post Graduate,40,120000,920000,0,0,1,0
908,1000909,110001,64,4,Post Graduate,36,440000,0,0,0,0,0
909,1000910,110014,21,1,Under Graduate,-1,1192000,2440000,0,0,0,0
910,1000911,110004,58,1,Post Graduate,36,632000,0,0,0,0,0
911,1000912,110001,45,4,Post Graduate,21,544000,0,0,0,0,0
912,1000913,110011,33,1,Graduate,10,624000,0,0,0,1,0
913,1000914,110003,55,2,Graduate,32,272000,0,0,1,0,0
914,1000915,110003,63,3,Under Graduate,41,1560000,0,1,1,0,1
915,1000916,110011,51,1,Under Graduate,28,1472000,2424000,0,0,1,0
916,1000917,110014,42,2,Under Graduate,20,680000,0,0,0,1,0
917,1000918,110003,43,2,Under Graduate,20,1600000,0,0,0,1,0
918,1000919,110003,39,3,Post Graduate,16,512000,0,0,0,0,0
919,1000920,110011,49,1,Graduate,27,704000,0,0,1,0,0
920,1000921,110014,25,3,Graduate,1,336000,0,0,0,0,0
921,1000922,110014,29,3,Under Graduate,5,728000,1008000,0,0,1,0
922,1000923,110014,30,1,Under Graduate,6,304000,0,1,1,1,0
923,1000924,110011,53,1,Graduate,30,224000,0,0,0,0,0
924,1000925,110004,53,4,Post Graduate,30,256000,0,0,1,0,0
925,1000926,110011,40,1,Post Graduate,18,248000,0,0,0,0,0
926,1000927,110014,31,4,Graduate,9,176000,824000,0,0,1,0
927,1000928,110011,63,3,Graduate,40,760000,1104000,0,0,0,1
928,1000929,110004,33,4,Under Graduate,10,592000,0,0,0,1,0
929,1000930,110004,53,1,Graduate,30,176000,728000,0,0,0,0
930,1000931,110014,26,3,Graduate,4,344000,0,0,0,1,0
931,1000932,110014,25,1,Post Graduate,3,344000,0,0,0,1,0
932,1000933,110003,49,3,Graduate,27,896000,0,1,1,1,0
933,1000934,110001,48,2,Graduate,23,72000,0,0,0,1,0
934,1000935,110003,56,2,Post Graduate,33,648000,0,0,0,1,0
935,1000936,110003,44,1,Under Graduate,20,1048000,2048000,0,0,0,0
936,1000937,110003,60,1,Post Graduate,32,152000,0,0,1,0,0
937,1000938,110003,36,3,Graduate,13,496000,0,0,1,1,0
938,1000939,110003,60,4,Graduate,37,152000,992000,0,1,0,0
939,1000940,110001,54,2,Under Graduate,32,64000,0,0,0,1,0
940,1000941,110004,59,1,Post Graduate,36,1544000,1624000,0,0,1,1
941,1000942,110004,36,4,Under Graduate,13,1032000,1120000,0,0,0,1
942,1000943,110011,53,4,Graduate,29,240000,0,0,0,0,0
943,1000944,110011,28,4,Graduate,4,640000,0,0,0,0,0
944,1000945,110011,39,4,Post Graduate,15,176000,0,0,0,0,0
945,1000946,110004,55,1,Graduate,32,264000,0,0,0,1,0
946,1000947,110014,34,4,Post Graduate,11,512000,0,0,0,0,0
947,1000948,110004,53,3,Post Graduate,29,480000,672000,0,0,1,0
948,1000949,110003,28,1,Post Graduate,4,648000,2072000,0,0,1,0
949,1000950,110001,38,3,Graduate,16,360000,1632000,0,0,1,0
950,1000951,110004,30,4,Graduate,6,896000,0,0,0,1,0
951,1000952,110001,57,2,Post Graduate,34,664000,0,0,0,1,1
952,1000953,110004,42,2,Under Graduate,20,1440000,4192000,0,0,0,0
953,1000954,110004,49,4,Graduate,26,224000,0,0,1,1,0
954,1000955,110004,35,2,Post Graduate,12,1352000,1992000,0,0,1,1
955,1000956,110004,57,4,Under Graduate,35,112000,0,0,0,1,0
956,1000957,110004,35,1,Under Graduate,11,344000,0,0,0,1,0
957,1000958,110011,54,2,Under Graduate,32,704000,0,0,0,1,0
958,1000959,110003,53,4,Post Graduate,29,624000,0,0,0,0,0
959,1000960,110014,47,1,Graduate,24,544000,1304000,0,0,0,0
960,1000961,110001,44,2,Under Graduate,22,1152000,0,0,0,1,0
961,1000962,110001,33,4,Under Graduate,9,240000,1304000,0,0,1,0
962,1000963,110011,45,1,Under Graduate,21,960000,1080000,0,0,0,0
963,1000964,110003,37,2,Graduate,14,192000,0,0,0,0,0
964,1000965,110004,25,4,Post Graduate,1,624000,1256000,0,1,1,0
965,1000966,110001,60,2,Graduate,36,1080000,0,0,0,1,1
966,1000967,110001,55,2,Post Graduate,32,352000,0,0,0,0,0
967,1000968,110011,53,4,Graduate,30,584000,0,0,0,1,0
968,1000969,110003,53,1,Graduate,31,720000,0,0,0,1,0
969,1000970,110011,39,3,Post Graduate,15,464000,0,0,0,1,0
970,1000971,110001,55,2,Under Graduate,32,600000,1888000,0,0,1,0
971,1000972,110004,41,3,Post Graduate,19,1392000,1848000,1,0,1,1
972,1000973,110004,38,2,Under Graduate,16,400000,1392000,0,0,0,0
973,1000974,110003,41,1,Post Graduate,18,680000,2296000,0,0,1,0
974,1000975,110003,61,3,Under Graduate,38,432000,0,0,0,1,0
975,1000976,110001,61,2,Under Graduate,38,664000,0,0,0,0,1
976,1000977,110011,52,4,Under Graduate,30,192000,0,0,1,0,0
977,1000978,110014,52,4,Graduate,30,360000,1640000,0,0,1,0
978,1000979,110003,50,1,Post Graduate,26,544000,0,0,0,1,0
979,1000980,110011,48,4,Post Graduate,26,384000,0,0,0,0,0
980,1000981,110004,36,1,Post Graduate,13,912000,0,0,0,1,0
981,1000982,110004,34,3,Graduate,12,1136000,0,1,0,1,1
982,1000983,110001,56,3,Graduate,33,416000,0,0,0,0,0
983,1000984,110014,44,2,Under Graduate,22,1136000,0,0,0,0,0
984,1000985,110003,48,1,Post Graduate,25,120000,0,0,0,0,0
985,1000986,110003,44,1,Under Graduate,22,944000,1272000,0,0,0,0
986,1000987,110011,51,4,Under Graduate,27,808000,0,0,0,1,0
987,1000988,110001,60,2,Under Graduate,36,672000,0,0,0,1,0
988,1000989,110011,61,1,Graduate,39,256000,800000,0,0,0,0
989,1000990,110011,40,3,Post Graduate,16,512000,1976000,0,0,0,0
990,1000991,110003,32,4,Under Graduate,10,648000,0,0,0,1,0
991,1000992,110003,38,4,Post Graduate,14,224000,0,0,0,0,0
992,1000993,110001,32,1,Under Graduate,9,744000,0,0,0,1,0
993,1000994,110001,39,1,Graduate,15,1480000,0,0,0,0,1
994,1000995,110004,30,1,Graduate,8,336000,0,0,0,0,0
995,1000996,110003,26,2,Post Graduate,3,360000,0,0,0,1,0
996,1000997,110004,31,2,Graduate,6,392000,1712000,0,0,0,0
997,1000998,110004,44,3,Under Graduate,20,552000,0,0,0,0,0
998,1000999,110004,50,1,Graduate,27,752000,2664000,0,0,1,0
999,10001000,110001,58,1,Graduate,35,144000,0,0,0,1,0
1000,10001001,110001,57,4,Under Graduate,35,64000,728000,0,1,0,0
1001,10001002,110003,55,4,Under Graduate,32,440000,864000,0,0,1,0
1002,10001003,110001,44,2,Post Graduate,20,680000,0,0,0,0,0
1003,10001004,110001,23,4,Under Graduate,1,496000,1832000,0,0,1,0
1004,10001005,110011,51,4,Post Graduate,23,520000,0,0,0,1,0
1005,10001006,110001,36,2,Under Graduate,12,1104000,0,0,1,1,0
1006,10001007,110014,61,1,Under Graduate,38,824000,0,0,0,1,0
1007,10001008,110001,42,3,Post Graduate,19,792000,2856000,0,0,0,1
1008,10001009,110014,48,1,Under Graduate,24,1216000,0,0,0,1,0
1009,10001010,110014,26,2,Post Graduate,3,200000,1120000,0,0,1,0
1010,10001011,110004,25,2,Under Graduate,3,784000,2888000,1,1,1,0
1011,10001012,110011,50,2,Graduate,27,312000,1328000,0,0,1,0
1012,10001013,110011,48,1,Graduate,25,320000,0,0,0,1,0
1013,10001014,110014,37,3,Under Graduate,13,464000,1352000,0,0,1,0
1014,10001015,110004,48,2,Post Graduate,26,1536000,2408000,1,0,1,1
1015,10001016,110004,58,1,Graduate,34,496000,0,0,0,0,0
1016,10001017,110003,28,1,Graduate,5,552000,0,0,1,1,0
1017,10001018,110001,29,4,Post Graduate,5,320000,1360000,0,0,0,0
1018,10001019,110014,37,2,Post Graduate,15,488000,1016000,0,0,0,0
1019,10001020,110011,27,4,Graduate,3,240000,1256000,0,0,0,0
1020,10001021,110011,52,1,Graduate,29,232000,776000,0,0,1,0
1021,10001022,110003,33,2,Graduate,8,328000,0,0,0,1,0
1022,10001023,110004,25,1,Graduate,3,944000,0,0,0,1,1
1023,10001024,110004,43,1,Under Graduate,20,872000,2928000,0,0,1,0
1024,10001025,110014,56,4,Graduate,33,976000,0,1,0,1,1
1025,10001026,110014,60,3,Under Graduate,37,400000,1352000,0,0,1,0
1026,10001027,110001,26,3,Graduate,4,344000,0,0,0,1,0
1027,10001028,110001,30,1,Under Graduate,7,864000,0,0,1,0,0
1028,10001029,110003,27,4,Post Graduate,4,880000,0,0,0,0,1
1029,10001030,110011,39,1,Post Graduate,17,160000,0,0,0,1,0
1030,10001031,110014,59,4,Post Graduate,35,896000,0,0,0,0,0
1031,10001032,110004,54,1,Graduate,32,200000,1088000,0,0,1,0
1032,10001033,110001,35,3,Graduate,12,336000,0,0,0,1,0
1033,10001034,110003,58,2,Under Graduate,34,232000,0,0,0,1,0
1034,10001035,110004,47,3,Under Graduate,23,672000,1072000,0,1,1,0
1035,10001036,110011,41,4,Post Graduate,17,648000,0,0,1,1,0
1036,10001037,110011,51,4,Under Graduate,28,440000,952000,0,0,1,0
1037,10001038,110011,33,1,Graduate,11,320000,0,0,1,1,0
1038,10001039,110011,54,4,Graduate,30,1160000,0,1,0,1,1
1039,10001040,110003,39,2,Post Graduate,16,1400000,0,0,0,1,1
1040,10001041,110004,34,4,Post Graduate,6,624000,1304000,0,0,0,0
1041,10001042,110001,54,4,Under Graduate,32,408000,0,0,0,0,0
1042,10001043,110001,62,4,Post Graduate,34,400000,0,0,0,1,0
1043,10001044,110003,49,3,Under Graduate,27,168000,0,0,0,1,0
1044,10001045,110004,47,1,Graduate,24,632000,664000,0,0,1,0
1045,10001046,110011,41,1,Post Graduate,18,672000,0,0,0,0,0
1046,10001047,110004,49,4,Graduate,26,272000,0,0,0,0,0
1047,10001048,110011,53,4,Graduate,31,584000,0,0,0,0,0
1048,10001049,110001,60,3,Under Graduate,37,720000,0,0,0,1,0
1049,10001050,110004,33,4,Post Graduate,10,184000,0,0,0,1,0
1050,10001051,110011,51,2,Post Graduate,27,1160000,2352000,1,0,1,1
1051,10001052,110003,31,4,Under Graduate,7,432000,1128000,0,1,0,0
1052,10001053,110011,41,3,Graduate,17,392000,824000,0,0,1,0
1053,10001054,110001,56,1,Graduate,32,408000,0,0,0,1,0
1054,10001055,110004,61,4,Graduate,38,64000,0,0,0,1,0
1055,10001056,110004,29,1,Under Graduate,6,496000,0,0,1,1,0
1056,10001057,110011,34,1,Post Graduate,6,200000,0,0,0,1,0
1057,10001058,110004,28,2,Post Graduate,0,504000,0,0,0,1,0
1058,10001059,110014,57,2,Post Graduate,34,192000,688000,0,0,1,0
1059,10001060,110014,26,1,Graduate,2,88000,0,0,0,1,0
1060,10001061,110003,57,1,Under Graduate,34,184000,0,0,0,0,0
1061,10001062,110014,45,1,Post Graduate,22,264000,0,0,0,1,0
1062,10001063,110001,45,1,Under Graduate,21,664000,776000,0,0,0,1
1063,10001064,110014,54,3,Under Graduate,30,312000,1048000,0,0,0,0
1064,10001065,110001,39,3,Graduate,17,1104000,0,0,0,1,1
1065,10001066,110004,23,3,Under Graduate,1,904000,0,0,0,0,0
1066,10001067,110003,28,4,Post Graduate,5,1000000,0,1,0,1,1
1067,10001068,110014,48,1,Under Graduate,24,1560000,0,0,0,0,0
1068,10001069,110011,32,3,Post Graduate,9,840000,0,0,1,0,0
1069,10001070,110003,42,2,Under Graduate,18,600000,0,0,0,1,1
1070,10001071,110003,34,2,Graduate,9,320000,0,0,0,1,0
1071,10001072,110014,37,3,Post Graduate,14,488000,1096000,0,0,1,0
1072,10001073,110014,52,2,Post Graduate,24,600000,0,0,0,0,0
1073,10001074,110003,31,1,Under Graduate,8,976000,0,0,0,1,0
1074,10001075,110001,37,3,Under Graduate,14,600000,0,0,0,0,0
1075,10001076,110014,39,4,Post Graduate,15,472000,0,0,0,0,0
1076,10001077,110011,38,3,Graduate,13,192000,0,0,0,1,0
1077,10001078,110011,27,3,Post Graduate,3,1400000,2632000,0,0,1,1
1078,10001079,110001,49,2,Under Graduate,27,312000,1456000,0,0,0,0
1079,10001080,110003,52,2,Under Graduate,30,1160000,0,0,1,0,0
1080,10001081,110003,45,4,Graduate,22,192000,1136000,0,0,1,0
1081,10001082,110003,51,3,Graduate,28,160000,0,0,0,0,0
1082,10001083,110004,28,1,Graduate,5,680000,0,0,0,1,0
1083,10001084,110014,26,3,Post Graduate,3,520000,0,0,1,0,0
1084,10001085,110001,58,4,Post Graduate,35,1528000,0,0,0,0,1
1085,10001086,110004,49,2,Under Graduate,26,88000,0,0,1,0,0
1086,10001087,110003,61,2,Post Graduate,37,320000,1336000,0,0,0,0
1087,10001088,110004,36,3,Graduate,13,432000,1568000,0,0,0,0
1088,10001089,110014,57,1,Under Graduate,35,760000,0,0,0,1,0
1089,10001090,110003,51,4,Graduate,29,752000,0,0,0,1,0
1090,10001091,110001,29,4,Graduate,5,632000,0,0,0,0,0
1091,10001092,110011,39,3,Post Graduate,17,384000,0,0,0,1,0
1092,10001093,110003,23,4,Under Graduate,1,560000,0,0,1,1,0
1093,10001094,110014,25,3,Graduate,3,320000,888000,0,0,1,0
1094,10001095,110014,48,4,Under Graduate,24,352000,0,0,0,1,0
1095,10001096,110004,48,1,Post Graduate,25,344000,1096000,0,0,1,0
1096,10001097,110014,41,1,Post Graduate,18,232000,0,0,0,1,0
1097,10001098,110003,48,3,Under Graduate,24,1504000,1472000,0,0,0,1
1098,10001099,110014,44,1,Under Graduate,20,912000,0,0,0,1,0
1099,10001100,110011,28,3,Graduate,6,416000,0,0,0,1,0
1100,10001101,110014,40,1,Under Graduate,16,104000,0,0,0,1,0
1101,10001102,110001,40,3,Post Graduate,17,760000,0,0,0,0,0
1102,10001103,110001,27,1,Post Graduate,3,672000,0,0,0,1,0
1103,10001104,110003,36,1,Under Graduate,14,392000,0,0,0,0,0
1104,10001105,110003,49,1,Under Graduate,25,1448000,0,0,0,1,0
1105,10001106,110014,33,1,Graduate,10,1456000,1832000,1,0,1,1
1106,10001107,110011,35,2,Under Graduate,13,560000,0,0,0,0,0
1107,10001108,110003,45,3,Under Graduate,21,632000,1480000,0,0,1,0
1108,10001109,110003,53,4,Graduate,29,488000,0,0,0,1,0
1109,10001110,110014,63,2,Under Graduate,41,968000,0,0,0,1,0
1110,10001111,110011,56,3,Under Graduate,33,272000,664000,0,0,1,0
1111,10001112,110004,52,1,Under Graduate,28,1464000,3536000,0,0,0,0
1112,10001113,110011,50,1,Post Graduate,28,408000,0,0,1,0,0
1113,10001114,110011,26,3,Post Graduate,2,560000,0,0,0,0,0
1114,10001115,110014,30,1,Under Graduate,8,312000,0,0,0,1,0
1115,10001116,110011,49,3,Graduate,24,672000,0,0,0,0,0
1116,10001117,110001,41,1,Under Graduate,18,976000,0,0,0,1,0
1117,10001118,110014,40,1,Under Graduate,18,1160000,1056000,0,0,1,0
1118,10001119,110003,40,2,Under Graduate,17,784000,0,0,0,1,0
1119,10001120,110003,39,1,Post Graduate,16,632000,1864000,0,0,1,0
1120,10001121,110011,32,2,Post Graduate,8,304000,0,0,0,1,0
1121,10001122,110004,28,3,Graduate,6,392000,1568000,0,0,0,0
1122,10001123,110003,30,1,Under Graduate,7,304000,0,0,0,1,0
1123,10001124,110003,44,4,Post Graduate,20,728000,0,0,0,0,0
1124,10001125,110014,36,4,Under Graduate,12,232000,0,0,0,0,0
1125,10001126,110001,35,2,Under Graduate,13,1376000,0,0,0,0,0
1126,10001127,110004,30,2,Under Graduate,8,832000,0,0,0,0,1
1127,10001128,110011,33,1,Under Graduate,9,464000,0,0,0,1,0
1128,10001129,110014,28,2,Graduate,5,1368000,0,0,0,0,1
1129,10001130,110001,28,3,Under Graduate,4,584000,0,1,0,1,1
1130,10001131,110004,56,1,Under Graduate,32,1528000,0,0,0,0,0
1131,10001132,110004,55,2,Post Graduate,27,720000,0,0,0,1,0
1132,10001133,110004,32,3,Under Graduate,9,440000,0,1,1,1,0
1133,10001134,110014,29,1,Graduate,4,224000,0,0,0,0,0
1134,10001135,110001,37,1,Post Graduate,14,336000,0,0,0,1,0
1135,10001136,110004,55,1,Graduate,33,72000,728000,0,1,1,0
1136,10001137,110003,45,1,Graduate,21,520000,0,0,1,1,0
1137,10001138,110004,49,4,Post Graduate,26,1072000,0,1,1,1,1
1138,10001139,110004,28,4,Under Graduate,6,664000,0,0,1,1,0
1139,10001140,110014,53,3,Graduate,28,304000,0,0,0,1,0
1140,10001141,110004,30,4,Under Graduate,6,104000,0,0,0,1,0
1141,10001142,110001,30,3,Post Graduate,7,1144000,0,0,0,1,1
1142,10001143,110001,42,4,Under Graduate,20,600000,0,0,0,0,0
1143,10001144,110004,31,1,Post Graduate,7,960000,0,0,0,1,1
1144,10001145,110003,47,1,Graduate,24,728000,0,0,0,0,0
1145,10001146,110011,30,2,Post Graduate,6,792000,0,0,0,0,0
1146,10001147,110001,29,1,Under Graduate,7,568000,624000,0,1,0,0
1147,10001148,110003,35,1,Graduate,13,888000,0,0,0,0,0
1148,10001149,110011,39,1,Under Graduate,15,864000,0,0,0,0,0
1149,10001150,110001,54,1,Under Graduate,32,1264000,0,0,0,0,0
1150,10001151,110001,53,3,Under Graduate,31,648000,0,0,0,1,0
1151,10001152,110001,47,2,Post Graduate,23,96000,0,1,1,1,0
1152,10001153,110001,61,2,Under Graduate,37,168000,0,0,0,1,0
1153,10001154,110003,53,4,Under Graduate,30,440000,1720000,0,0,1,0
1154,10001155,110001,57,1,Post Graduate,35,336000,0,0,0,1,0
1155,10001156,110004,39,2,Under Graduate,16,648000,0,0,0,0,0
1156,10001157,110003,47,4,Under Graduate,25,104000,696000,0,0,0,0
1157,10001158,110011,46,1,Under Graduate,23,1056000,1256000,0,0,0,0
1158,10001159,110004,39,1,Post Graduate,16,792000,0,0,0,1,0
1159,10001160,110014,48,4,Under Graduate,26,184000,0,0,0,0,0
1160,10001161,110001,26,1,Graduate,1,320000,0,0,1,1,0
1161,10001162,110004,34,3,Under Graduate,11,1448000,0,0,0,0,1
1162,10001163,110004,36,2,Under Graduate,14,896000,3152000,0,0,0,0
1163,10001164,110001,32,2,Under Graduate,9,1104000,1816000,0,0,1,0
1164,10001165,110011,39,3,Graduate,17,752000,2616000,1,1,1,1
